2015-03-12 07:15,trip_1,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,rating_1,0.00297859027057977,trip_2,0xc35c9_10-03-15 13:xx - 12-03-15 7:38_parking,rating_2,0.0
2015-03-12 08:15,trip_1,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,rating_1,1.0440306509195881E-4
2015-03-10 13:15,trip_1,0xc35c9_10-03-15 12:xx - 10-03-15 13:26,rating_1,0.02816596527726423,trip_2,0xc35c9_10-03-15 13:xx - 12-03-15 7:38_parking,rating_2,0.0
2015-03-10 12:15,trip_1,0xc35c9_10-03-15 12:xx - 10-03-15 13:26,rating_1,0.08856727725294705
2015-03-14 13:15,trip_1,0x6cafd_14-03-15 13:xx - 18-04-15 16:29,rating_1,0.03767081927699348
2015-03-14 14:15,trip_1,0x6cafd_14-03-15 13:xx - 18-04-15 16:29,rating_1,0.0
2015-03-15 21:15,trip_1,0x6d679_15-03-15 20:xx - 16-03-15 12:24,rating_1,0.020071185814495317
2015-03-16 01:15,trip_1,0x6d679_15-03-15 20:xx - 16-03-15 12:24,rating_1,0.0013240860999155961
2015-03-16 05:15,trip_1,0x6d679_15-03-15 20:xx - 16-03-15 12:24,rating_1,2.80257024886158E-4
2015-03-16 09:15,trip_1,0x6d679_15-03-15 20:xx - 16-03-15 12:24,rating_1,1.7962182495857444E-4
2015-03-16 13:15,trip_1,0x6d679_16-03-15 10:xx - 16-03-15 18:51_parking,rating_1,2.0113676938477663E-4
2015-03-16 17:15,trip_1,0x6d679_16-03-15 10:xx - 16-03-15 18:51_parking,rating_1,2.030394050419351E-4
2015-03-15 20:15,trip_1,0x6d679_15-03-15 20:xx - 16-03-15 12:24,rating_1,0.032278534601185925
2015-03-16 00:15,trip_1,0x6d679_15-03-15 20:xx - 16-03-15 12:24,rating_1,1.4999999999787406E-4
2015-03-16 04:15,trip_1,0x6d679_15-03-15 20:xx - 16-03-15 12:24,rating_1,1.2757742747114532E-4
2015-03-16 08:15,trip_1,0x6d679_15-03-15 20:xx - 16-03-15 12:24,rating_1,2.4186773245125708E-4
2015-03-16 12:15,trip_1,0x6d679_16-03-15 10:xx - 16-03-15 18:51_parking,rating_1,5.6568542494038316E-5,trip_2,0x6d679_15-03-15 20:xx - 16-03-15 12:24,rating_2,0.0
2015-03-16 16:15,trip_1,0x6d679_16-03-15 10:xx - 16-03-15 18:51_parking,rating_1,0.002227650107176076
2015-03-14 16:15,trip_1,0x6cafd_14-03-15 13:xx - 18-04-15 16:29,rating_1,0.0
2015-03-15 23:15,trip_1,0x6d679_15-03-15 20:xx - 16-03-15 12:24,rating_1,1.0555093557229655E-4
2015-03-16 03:15,trip_1,0x6d679_15-03-15 20:xx - 16-03-15 12:24,rating_1,3.621063379732929E-4
2015-03-16 07:15,trip_1,0x6d679_15-03-15 20:xx - 16-03-15 12:24,rating_1,2.8040149785272644E-4
